"ID","Player","Team","Position","Salary","FPts","FP/G","Ros","+/-","RC","LPC","F","FT","NC","DQ","PL","PLG","PLL","QP","FS","FTS","NCS","DQS","PLS","PLGS","PLLS"
"*060n1*","Oscar Piastri","McLaren","null","35","0","0","96%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kn*","Lewis Hamilton","Mercedes","null","32","0","0","94%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ks*","Lando Norris","McLaren","null","47","0","0","94%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l1*","George Russell","Mercedes","null","29","0","0","93%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060n7*","Nico Hulkenberg","Haas F1","null","16","0","0","91%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l0*","Yuki Tsunoda","RB","null","9","0","0","90%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kw*","Fernando Alonso","Aston Martin","null","17","0","0","86%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ko*","Max Verstappen","Red Bull","null","64","0","0","81%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l4*","Alexander Albon","Williams","null","3","0","0","80%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ku*","Daniel Ricciardo","RB","null","7","0","0","80%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kv*","Pierre Gasly","Alpine","null","12","0","0","77%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kp*","Valtteri Bottas","Kick Sauber","null","6","0","0","69%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kt*","Carlos Sainz","Ferrari","null","43","0","0","67%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kz*","Lance Stroll","Aston Martin","null","13","0","0","58%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kq*","Sergio Perez","Red Bull","null","30","0","0","48%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kx*","Esteban Ocon","Alpine","null","11","0","0","46%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060mt*","Kevin Magnussen","Haas F1","null","15","0","0","44%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kr*","Charles Leclerc","Ferrari","null","40","0","0","43%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06806*","Logan Sargeant","Williams","null","4","0","0","42%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l5*","Zhou Guanyu","Kick Sauber","null","21","0","0","22%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06igp*","Pato O'Ward","McLaren","null","5","0","0","9%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06igo*","Ryo Hirakawa","McLaren","null","5","0","0","7%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ign*","Theo Pourchaire","Kick Sauber","null","5","0","0","7%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l3*","Mick Schumacher","Mercedes","null","10","0","0","4%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ah1*","Felipe Drugovich","Aston Martin","null","10","0","0","3%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fuu*","Liam Lawson","RB","null","10","0","0","1%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
