"ID","Player","Team","Position","Salary","FPts","FP/G","Ros","+/-","RC","LPC","F","FT","NC","DQ","PL","PLG","PLL","QP","FS","FTS","NCS","DQS","PLS","PLGS","PLLS"
"*060ko*","Max Verstappen","Red Bull","null","65","29","29","80%","-11.4%","1","50","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0"
"*060kq*","Sergio Perez","Red Bull","null","48","21","21","80%","+27.4%","1","50","1","0","0","0","2","1","0","3","0","0","0","0","0","0","0"
"*060kr*","Charles Leclerc","Ferrari","null","30","17","17","98%","-1.8%","1","50","1","1","0","0","3","0","1","2","0","0","0","0","0","0","0"
"*060n7*","Nico Hulkenberg","Haas F1","null","6","15","15","87%","+2.1%","1","50","1","1","0","0","10","5","0","15","0","0","0","0","0","0","0"
"*060kx*","Esteban Ocon","Alpine","null","14","12","12","85%","+0.6%","1","49","1","1","0","0","13","4","0","17","0","0","0","0","0","0","0"
"*060kw*","Fernando Alonso","Aston Martin","null","27","12","12","82%","-7.3%","1","50","1","1","0","0","5","0","1","4","0","0","0","0","0","0","0"
"*06806*","Logan Sargeant","Williams","null","4","9","9","65%","-4.6%","1","49","1","0","0","0","15","4","0","19","0","0","0","0","0","0","0"
"*060l5*","Zhou Guanyu","Kick Sauber","null","16","5","5","73%","+37.4%","1","49","1","0","0","0","18","2","0","20","0","0","0","0","0","0","0"
"*060kp*","Valtteri Bottas","Kick Sauber","null","3","2","2","69%","-21.7%","1","49","1","1","0","0","17","0","1","16","0","0","0","0","0","0","0"
"*060kn*","Lewis Hamilton","Mercedes","null","28","1","1","47%","-44%","1","50","1","0","0","0","9","0","1","8","0","0","0","0","0","0","0"
"*060kt*","Carlos Sainz","Ferrari","null","32","0","0","58%","-35.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06igo*","Ryo Hirakawa","McLaren","null","5","0","0","18%","+4.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ign*","Theo Pourchaire","Kick Sauber","null","5","0","0","12%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l3*","Mick Schumacher","Mercedes","null","10","0","0","12%","-12%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fuu*","Liam Lawson","RB","null","10","0","0","8%","-3.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ah1*","Felipe Drugovich","Aston Martin","null","10","0","0","2%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ku*","Daniel Ricciardo","RB","null","11","-3","-3","87%","-11.4%","1","49","1","0","0","0","16","0","2","14","0","0","0","0","0","0","0"
"*060l0*","Yuki Tsunoda","RB","null","7","-6","-6","64%","-20.3%","1","49","1","1","0","0","14","0","5","9","0","0","0","0","0","0","0"
"*060kv*","Pierre Gasly","Alpine","null","9","-14","-14","36%","-17.1%","1","1","0","0","1","0","20","0","2","18","0","0","0","0","0","0","0"
"*060kz*","Lance Stroll","Aston Martin","null","13","-20","-20","56%","+8.2%","1","5","0","0","1","0","19","0","9","10","0","0","0","0","0","0","0"
