"ID","Player","Team","Position","Salary","FPts","FP/G","Ros","+/-","RC","LPC","F","FT","NC","DQ","PL","PLG","PLL","QP","FS","FTS","NCS","DQS","PLS","PLGS","PLLS"
"*060kr*","Charles Leclerc","Ferrari","null","40","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l4*","Alexander Albon","Williams","null","12","0","0","94%","+16.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060mt*","Kevin Magnussen","Haas F1","null","16","0","0","94%","-1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l1*","George Russell","Mercedes","null","24","0","0","94%","-4.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kt*","Carlos Sainz","Ferrari","null","44","0","0","94%","+39.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ks*","Lando Norris","McLaren","null","31","0","0","93%","-4.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060n7*","Nico Hulkenberg","Haas F1","null","14","0","0","91%","+10.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060n1*","Oscar Piastri","McLaren","null","29","0","0","88%","-10.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kx*","Esteban Ocon","Alpine","null","13","0","0","87%","+3.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ko*","Max Verstappen","Red Bull","null","62","0","0","87%","+3.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ku*","Daniel Ricciardo","RB","null","11","0","0","86%","-1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l0*","Yuki Tsunoda","RB","null","7","0","0","86%","+31.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kp*","Valtteri Bottas","Kick Sauber","null","4","0","0","77%","+4.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kz*","Lance Stroll","Aston Martin","null","9","0","0","77%","+25.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l5*","Zhou Guanyu","Kick Sauber","null","19","0","0","72%","-3.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kw*","Fernando Alonso","Aston Martin","null","25","0","0","71%","-11.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kn*","Lewis Hamilton","Mercedes","null","21","0","0","64%","+22.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kq*","Sergio Perez","Red Bull","null","49","0","0","62%","-11%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kv*","Pierre Gasly","Alpine","null","8","0","0","49%","+15.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06806*","Logan Sargeant","Williams","null","3","0","0","33%","-26.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l3*","Mick Schumacher","Mercedes","null","10","0","0","14%","+2.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06igo*","Ryo Hirakawa","McLaren","null","5","0","0","12%","-1.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06igp*","Pato O'Ward","McLaren","null","5","0","0","11%","-9.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ign*","Theo Pourchaire","Kick Sauber","null","5","0","0","11%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ah1*","Felipe Drugovich","Aston Martin","null","10","0","0","5%","+1.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fuu*","Liam Lawson","RB","null","10","0","0","5%","-3.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
