"ID","Player","Team","Position","Salary","FPts","FP/G","Ros","+/-","RC","LPC","F","FT","NC","DQ","PL","PLG","PLL","QP","FS","FTS","NCS","DQS","PLS","PLGS","PLLS"
"*060ko*","Max Verstappen","null","null","67","33","33","90%","-","1","71","1","1","0","0","1","2","0","3","0","0","0","0","0","0","0"
"*060kn*","Lewis Hamilton","null","null","42","30","30","63%","-","1","71","1","1","0","0","2","4","0","6","0","0","0","0","0","0","0"
"*060ks*","Lando Norris","null","null","37","24","24","96%","-","1","71","1","1","0","0","5","14","0","19","0","0","0","0","0","0","0"
"*060l4*","Alexander Albon","null","null","17","16","16","80%","-","1","71","1","1","0","0","9","5","0","14","0","0","0","0","0","0","0"
"*060kr*","Charles Leclerc","null","null","23","15","15","69%","-","1","71","1","1","0","0","3","0","2","1","0","0","0","0","0","0","0"
"*060kx*","Esteban Ocon","null","null","7","15","15","52%","-","1","71","1","1","0","0","10","6","0","16","0","0","0","0","0","0","0"
"*060l1*","George Russell","null","null","34","13","13","84%","-","1","71","1","0","0","0","6","2","0","8","0","0","0","0","0","0","0"
"*060kt*","Carlos Sainz","null","null","29","9","9","93%","-","1","71","1","0","0","0","4","0","2","2","0","0","0","0","0","0","0"
"*06806*","Logan Sargeant","null","null","4","9","9","41%","-","1","70","1","0","0","0","16","4","0","20","0","0","0","0","0","0","0"
"*060l0*","Yuki Tsunoda","null","null","9","7","7","86%","-","1","71","1","0","0","0","12","3","0","15","0","0","0","0","0","0","0"
"*060kz*","Lance Stroll","null","null","16","6","6","66%","-","1","66","1","1","0","0","17","1","0","18","0","0","0","0","0","0","0"
"*060ku*","Daniel Ricciardo","null","null","14","4","4","54%","-","1","71","1","1","0","0","7","0","3","4","0","0","0","0","0","0","0"
"*060n1*","Oscar Piastri","null","null","15","3","3","95%","-","1","71","1","0","0","0","8","0","1","7","0","0","0","0","0","0","0"
"*060n7*","Nico Hulkenberg","null","null","3","2","2","48%","-","1","71","1","1","0","0","13","0","1","12","0","0","0","0","0","0","0"
"*060kv*","Pierre Gasly","null","null","21","1","1","44%","-","1","71","1","0","0","0","11","0","0","11","0","0","0","0","0","0","0"
"*060n6*","Nyck de Vries","null","null","5","0","0","24%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l3*","Mick Schumacher","null","null","5","0","0","10%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l2*","Nicholas Latifi","null","null","10","0","0","7%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ah1*","Felipe Drugovich","null","null","10","0","0","2%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l5*","Zhou Guanyu","null","null","12","-4","-4","63%","-","1","71","1","1","0","0","14","0","4","10","0","0","0","0","0","0","0"
"*060kp*","Valtteri Bottas","null","null","11","-9","-9","74%","-","1","71","1","0","0","0","15","0","6","9","0","0","0","0","0","0","0"
"*060mt*","Kevin Magnussen","null","null","6","-14","-14","71%","-","1","31","0","0","1","0","19","0","2","17","0","0","0","0","0","0","0"
"*060kq*","Sergio Perez","null","null","45","-20","-20","78%","-","1","1","0","0","1","0","20","0","15","5","0","0","0","0","0","0","0"
"*060kw*","Fernando Alonso","null","null","38","-20","-20","61%","-","1","47","0","0","1","0","18","0","5","13","0","0","0","0","0","0","0"
