"ID","Player","Team","Position","Salary","FPts","FP/G","Ros %","+/-","RC","LPC","F","FT","NC","DQ","PL","PLG","PLL","QP","FS","FTS","NCS","DQS","PLS","PLGS","PLLS"
"*060ko*","Max Verstappen","null","null","63","29","29","92%","-","1","72","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0"
"*060kv*","Pierre Gasly","null","null","19","29","29","50%","-","1","72","1","1","0","0","3","9","0","12","0","0","0","0","0","0","0"
"*060kw*","Fernando Alonso","null","null","44","28","28","68%","-","1","72","1","1","0","0","2","3","0","5","0","0","0","0","0","0","0"
"*060kn*","Lewis Hamilton","null","null","43","22","22","67%","-","1","72","1","1","0","0","6","7","0","13","0","0","0","0","0","0","0"
"*060kq*","Sergio Perez","null","null","50","19","19","72%","-","1","72","1","0","0","0","4","3","0","7","0","0","0","0","0","0","0"
"*060kt*","Carlos Sainz","null","null","27","16","16","74%","-","1","72","1","1","0","0","5","1","0","6","0","0","0","0","0","0","0"
"*060kp*","Valtteri Bottas","null","null","14","14","14","72%","-","1","72","1","1","0","0","14","5","0","19","0","0","0","0","0","0","0"
"*060kx*","Esteban Ocon","null","null","9","12","12","53%","-","1","72","1","0","0","0","10","7","0","17","0","0","0","0","0","0","0"
"*060n7*","Nico Hulkenberg","null","null","4","10","10","43%","-","1","72","1","1","0","0","12","3","0","15","0","0","0","0","0","0","0"
"*060mt*","Kevin Magnussen","null","null","6","5","5","68%","-","1","72","1","0","0","0","16","2","0","18","0","0","0","0","0","0","0"
"*060n1*","Oscar Piastri","null","null","8","1","1","97%","-","1","72","1","0","0","0","9","0","1","8","0","0","0","0","0","0","0"
"*060kz*","Lance Stroll","null","null","22","1","1","74%","-","1","72","1","0","0","0","11","0","0","11","0","0","0","0","0","0","0"
"*060ks*","Lando Norris","null","null","26","0","0","97%","-","1","72","1","1","0","0","7","0","5","2","0","0","0","0","0","0","0"
"*060l4*","Alexander Albon","null","null","11","0","0","90%","-","1","72","1","1","0","0","8","0","4","4","0","0","0","0","0","0","0"
"*060ku*","Daniel Ricciardo","null","null","17","0","0","25%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060n6*","Nyck de Vries","null","null","5","0","0","21%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l3*","Mick Schumacher","null","null","5","0","0","9%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l2*","Nicholas Latifi","null","null","10","0","0","6%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ah1*","Felipe Drugovich","null","null","15","0","0","3%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l0*","Yuki Tsunoda","null","null","13","-1","-1","81%","-","1","72","1","0","0","0","15","0","1","14","0","0","0","0","0","0","0"
"*060l1*","George Russell","null","null","32","-9","-9","92%","-","1","72","1","0","0","0","17","0","14","3","0","0","0","0","0","0","0"
"*060l5*","Zhou Guanyu","null","null","12","-14","-14","52%","-","1","62","0","0","1","0","18","0","2","16","0","0","0","0","0","0","0"
"*060kr*","Charles Leclerc","null","null","28","-20","-20","64%","-","1","41","0","0","1","0","19","0","10","9","0","0","0","0","0","0","0"
"*06806*","Logan Sargeant","null","null","3","-20","-20","49%","-","1","14","0","0","1","0","20","0","10","10","0","0","0","0","0","0","0"
